,Book-Author,Book-Title,Title-Substring,ISBN
17344,mark twain,"a murder , a mystery , and a marriage","a murder , a mystery , and a marriage",0393043762
9248,mark twain,adventures of huckleberry finn,adventures of huckleberry finn,059043389X
10148,mark twain,adventures of huckleberry finn,adventures of huckleberry finn,0451523733
822,mark twain,adventures of huckleberry finn ( dover thrift editions ),adventures of huckleberry finn,0486280616
757,mark twain,adventures of huckleberry finn ( signet classics ( paperback ) ),adventures of huckleberry finn,0451526503
13625,mark twain,"adventures of huckleberry finn : an authoritative text , backgrounds and sources , criticism ( a norton critical edition )",adventures of huckleberry finn,0393091465
2062,mark twain,adventures of tom sawyer,adventures of tom sawyer,0439099404
7836,mark twain,adventures of tom sawyer,adventures of tom sawyer,0451523555
13512,mark twain,adventures of tom sawyer ( signet classic series ),adventures of tom sawyer,0451526538
5009,mark twain,"innocents abroad or the new pilgrims progress : being some account of the steamship quaker city's pleasure excursion to europe and the holy land : with descriptions of countries , nations , incidents",innocents abroad or the new pilgrims progress,0451525027
12121,mark twain,joan of arc,joan of arc,0898702682
16522,mark twain,letters from the earth,letters from the earth,0060921056
5437,mark twain,mark twain on the damned human race,mark twain on the damned human race,1566195268
6698,mark twain,pudd'nhead wilson ( bantam classics ),pudd'nhead wilson,0553211587
13626,mark twain,roughing it ( the penguin american library ),roughing it,0140390103
12441,mark twain,the adventures of huckleberry finn,the adventures of huckleberry finn,1566192951
14504,mark twain,the adventures of huckleberry finn,the adventures of huckleberry finn,0812504224
9683,mark twain,the adventures of huckleberry finn ( english library ),the adventures of huckleberry finn,0140430180
8470,mark twain,the adventures of huckleberry finn ( penguin classics ),the adventures of huckleberry finn,0142437174
12481,mark twain,the adventures of huckleberry finn ( penguin classics ),the adventures of huckleberry finn,0140390464
13914,mark twain,the adventures of huckleberry finn ( penguin popular classics ),the adventures of huckleberry finn,0140620648
219,mark twain,the adventures of tom sawyer,the adventures of tom sawyer,0812504208
1324,mark twain,the adventures of tom sawyer,the adventures of tom sawyer,0140390839
14781,mark twain,the adventures of tom sawyer,the adventures of tom sawyer,0590433520
17169,mark twain,the adventures of tom sawyer ( puffin classics ),the adventures of tom sawyer,0140366733
12507,mark twain,the mysterious stranger and other stories ( dover thrift editions ),the mysterious stranger and other stories,0486270696
13458,mark twain,tom sawyer & huckleberry finn ( wordsworth collection ),tom sawyer & huckleberry finn,1853260118
15429,mark winegardner,crooked river burning,crooked river burning,015601422X
2119,mark z . danielewski,house of leaves,house of leaves,0375703764
874,mark z . danielewski,la maison des feuilles,la maison des feuilles,2207252000
5352,marlena de blasi,a thousand days in venice : an unexpected romance ( ballantine reader's circle ),a thousand days in venice,0345457641
2368,marlene day,lambs of god,lambs of god,1573227226
2262,marlo morgan,mutant message down under,mutant message down under,0060926317
7089,marlo morgan,mutant message down under,mutant message down under,0060171928
17604,marlo morgan,mutant message : down under,mutant message,1883473004
3205,marlo morgan,traumreisende,traumreisende,3442448794
5857,marlo thomas,the right words at the right time,the right words at the right time,0743446496
7612,marlys millhiser,the mirror,the mirror,0915230151
4871,marsha canham,the blood of roses,the blood of roses,0440224551
13003,marsha moyer,the second coming of lucy hatch,the second coming of lucy hatch,006008166X
11060,marshall stewart ball,kiss of god - the wisdom of a silent child,kiss of god - the wisdom of a silent child,1558747435
14143,marta perry,promise forever,promise forever,037387216X
374,martha beck,"expecting adam : a true story of birth , rebirth , and everyday magic",expecting adam,0425174484
16502,martha c . lawrence,aquarius descending ( elizabeth chase mysteries ),aquarius descending,0312972849
4790,martha c . lawrence,"murder in scorpio ( st . martin's dead letter mysteries , )",murder in scorpio,0312959842
17217,martha c . lawrence,pisces rising ( an elizabeth chase mystery ),pisces rising,0312974477
1624,martha cooley,the archivist,the archivist,0316158720
11410,martha cooley,the archivist : a novel,the archivist,0316158461
15400,martha freeman,the year my parents ruined my life,the year my parents ruined my life,0440415330
8540,martha grimes,biting the moon,biting the moon,0805056211
7502,martha grimes,cold flat junction,cold flat junction,0451205235
15765,martha grimes,cold flat junction,cold flat junction,0670894915
5894,martha grimes,das hotel am see,das hotel am see,344243761X
2187,martha grimes,five bells and bladebone,five bells and bladebone,0440201330
8817,martha grimes,help the poor struggler,help the poor struggler,0440135842
9934,martha grimes,hotel paradise,hotel paradise,0345394259
3534,martha grimes,i am the only running footman,i am the only running footman,0451410025
9856,martha grimes,i am the only running footman,i am the only running footman,0440139244
16055,martha grimes,inspektor jury geht ubers moor . roman,inspektor jury geht ubers moor . roman,3499134780
10084,martha grimes,jerusalem inn,jerusalem inn,0440141818
7331,martha grimes,rainbow's end,rainbow's end,0345394267
13200,martha grimes,the anodyne necklace,the anodyne necklace,0440102804
15919,martha grimes,the blue last : a richard jury mystery,the blue last,067003004X
281,martha grimes,the blue last : a richard jury mystery ( richard jury mysteries ( paperback ) ),the blue last,0451410556
10656,martha grimes,the case has altered : a richard jury mystery ( richard jury mysteries ( paperback ) ),the case has altered,0451408683
4627,martha grimes,the dirty duck,the dirty duck,0440120500
5872,martha grimes,the end of the pier,the end of the pier,0345376579
11708,martha grimes,the five bells and bladebone ( richard jury mysteries ( paperback ) ),the five bells and bladebone,0451410386
14513,martha grimes,the grave maurice,the grave maurice,0670030457
816,martha grimes,the grave maurice ( richard jury novels ),the grave maurice,0451411013
9802,martha grimes,the horse you came in on,the horse you came in on,0345387554
11772,martha grimes,the lamorna wink : a richard jury mystery ( richard jury mysteries ( hardcover ) ),the lamorna wink,0670888702
8206,martha grimes,the lamorna wink : a richard jury mystery ( richard jury mysteries ( paperback ) ),the lamorna wink,0451409361
10150,martha grimes,the man with a load of mischief,the man with a load of mischief,0440153271
16338,martha grimes,the man with a load of mischief ( richard jury novels ),the man with a load of mischief,0451410815
7821,martha grimes,the old contemptibles,the old contemptibles,0345374568
9414,martha grimes,the old fox deceiv'd,the old fox deceiv'd,0440167477
10913,martha grimes,the stargazey ( richard jury mystery series / martha grimes ),the stargazey,080505622X
15053,martha grimes,the stargazey : a richard jury mystery ( richard jury mysteries ( paperback ) ),the stargazey,0451408977
17884,martha hopkins,intercourses : an aphrodisiac cookbook,intercourses,0965327507
8426,martha moody,best friends,best friends,1573229350
13709,martha moody,best friends,best friends,1573221880
7995,martha powers,sunflower,sunflower,0671039350
6681,martha sacks,menopaws : the silent meow,menopaws,0898157803
6551,martha sears,the baby book : everything you need to know about your baby from birth to age two,the baby book,0316779059
13683,martha wells,wheel of the infinite,wheel of the infinite,0380788152
17482,martha white,traditional home remedies : time - tested methods for staying well - the natural way ( old farmer's almanac home library ),traditional home remedies,0783548680
6930,martha williamson,touched by an angel,touched by an angel,0310213975
12639,marthe cohn,behind enemy lines : the true story of a french jewish spy in nazi germany,behind enemy lines,0609610546
3087,marti leimbach,dying young,dying young,0804107432
6510,marti olsen laney,the introvert advantage : how to thrive in an extrovert world,the introvert advantage,0761123695
12163,martin amis,information,information,0006548830
12179,martin amis,money,money,0140077154
376,martin buber,i and thou,i and thou,0684717255
9582,martin clark,the many aspects of mobile home living,the many aspects of mobile home living,0375407251
4903,martin cruz smith,gorky park,gorky park,0345298349
2038,martin cruz smith,havana bay,havana bay,0345390458
9595,martin cruz smith,havana bay : a novel,havana bay,0679426620
2680,martin cruz smith,polar star,polar star,0394578198
717,martin cruz smith,red square,red square,0345384733
7582,martin cruz smith,rose,rose,034539044X
7595,martin cruz smith,stallion gate,stallion gate,0345310799
16868,martin cruz smith,tokyo station,tokyo station,0330488813
15524,martin greenberg,malice domestic 1 ( malice domestic ( paperback ) ),malice domestic 1,0671738267
9935,martin greenberg,malice domestic 2 ( malice domestic ( paperback ) ),malice domestic 2,0671738275
17117,martin h . greenberg,the further adventures of batman,the further adventures of batman,0553282700
17204,martin harry greenberg,die erben des rings . fantastische geschichten . j . r . r . tolkien zu ehren,die erben des rings . fantastische geschichten . j . r . r . tolkien zu ehren,3404138031
17723,martin harry greenberg,the mutant files,the mutant files,075640004X
16170,martin luther king,why we can't wait,why we can't wait,0451627547
15232,martin millar,lux and alby : sign on and save the universe,lux and alby,1899866248
9752,martin page,comment je suis devenu stupide,comment je suis devenu stupide,2290319872
17456,martin suter,die dunkle seite des mondes,die dunkle seite des mondes,3257233019
14835,martin suter,ein perfekter freund,ein perfekter freund,3257063067
16942,martin suter,small world,small world,3257230885
2956,martina devlin,three wise men,three wise men,0006514588
5877,maruja torres,mientras vivimos,mientras vivimos,8408036424
2640,mary alice monroe,beach house,beach house,1551668998
4247,mary alice monroe,book club,book club,1551665301
6341,mary alice monroe,four seasons,four seasons,1551667894
10166,mary alice monroe,skyward,skyward,1551667002
7295,mary alice monroe,the book club,the book club,1551667215
11205,mary anne mohanraj,aqua erotica : 18 stories for a steamy bath,aqua erotica,0609806564
1517,mary baker eddy,science and health with key to the scriptures ( w . m . b . e . ),science and health with key to the scriptures,0879520388
18088,mary balogh,no man's mistress,no man's mistress,0440236576
13395,mary balogh,one night for love,one night for love,0440226007
14083,mary balogh,silent melody,silent melody,0425158624
14586,mary balogh,slightly married ( get connected romances ),slightly married,0440241049
15650,mary balogh,slightly scandalous ( get connected romances ),slightly scandalous,0440241111
14082,mary balogh,slightly wicked ( get connected romances ),slightly wicked,0440241057
18120,mary balogh,timeswept brides,timeswept brides,0515118915
14438,mary beth lagerborg,time out for mom . . . ahhh moments,time out for mom . . . ahhh moments,0310235138
1321,mary bray pipher,the shelter of each other : rebuilding our families,the shelter of each other,0345406036
